geneId	geneName	type	specific_type	d0_r1	d0_r2	d0_r4	d14_r7	d14_r8	d14_r9	d14_r10	d28_r8	d28_r14
ENSG00000279045.1	AP003400.2	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279056.1	AP003400.3	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000280201.1	AP003400.6	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279163.1	AP003122.6	lncRNA	TEC	0	0	0	0	0	1	0	0	0
ENSG00000279299.1	AP000648.2	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279836.1	AP002967.1	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000280339.1	AP001528.3	lncRNA	TEC	1	1	3	0	1	3	1	1	4
ENSG00000280085.1	AP001002.3	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279209.1	AP001002.1	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279438.1	AP001002.2	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000280430.1	AP002782.1	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000280124.1	AP003485.2	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000278980.1	AP003485.1	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000280093.1	AP002791.1	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000280385.1	AP000648.3	lncRNA	TEC	14	9	13	13	7	9	12	11	13
ENSG00000278859.1	AP002799.1	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000278892.1	AP002371.1	lncRNA	TEC	0	0	0	0	0	0	1	1	0
ENSG00000279304.1	AP003072.4	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279269.1	AP003072.3	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279684.1	AP003969.2	lncRNA	TEC	0	0	0	0	0	1	1	0	1
ENSG00000279454.1	AP003499.3	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000278953.1	AP003499.2	lncRNA	TEC	0	0	0	0	0	0	1	0	0
ENSG00000280379.1	AP003072.5	lncRNA	TEC	0	0	0	0	0	1	0	0	0
ENSG00000280367.1	AP002364.1	lncRNA	TEC	0	1	0	1	0	2	2	1	0
ENSG00000279696.1	AP001273.1	lncRNA	TEC	0	1	3	2	0	3	1	3	7
ENSG00000280167.1	AP000943.4	lncRNA	TEC	0	0	0	1	0	0	2	0	0
ENSG00000279771.1	AP000997.3	lncRNA	TEC	0	0	0	0	0	0	1	0	0
ENSG00000279818.1	AP002991.2	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000278945.1	AP000770.2	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279586.1	AP000711.1	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000280032.1	AP002800.1	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000280143.1	AP000892.3	lncRNA	TEC	1	2	1	2	0	0	1	0	0
ENSG00000279358.1	AP002833.3	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279090.1	AP000843.1	lncRNA	TEC	0	0	0	0	0	0	1	0	0
ENSG00000280237.3	MIR4697HG	lncRNA	TEC	106	121	106	87	90	80	100	58	84
ENSG00000279497.1	AP003784.1	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279711.1	AP004782.1	lncRNA	TEC	1	0	3	6	6	9	9	2	1
ENSG00000279189.1	AP003972.1	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279046.1	AP003062.2	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000280202.1	AC005831.1	lncRNA	TEC	0	1	0	0	0	0	1	0	0
ENSG00000280345.1	AC092184.1	lncRNA	TEC	0	1	0	3	0	0	1	2	0
ENSG00000279865.1	AC006511.3	lncRNA	TEC	0	0	0	0	2	3	2	2	3
ENSG00000279173.1	AC092451.3	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000278969.1	AC026310.3	lncRNA	TEC	1	0	0	0	0	0	0	0	0
ENSG00000278896.1	AC025031.5	lncRNA	TEC	0	1	0	0	1	0	1	0	1
ENSG00000279840.1	AC004801.7	lncRNA	TEC	0	1	0	0	0	0	0	1	0
ENSG00000279875.1	AC074029.4	lncRNA	TEC	0	0	0	0	0	0	0	1	1
ENSG00000280054.1	AC004241.5	lncRNA	TEC	0	0	0	1	0	0	1	0	0
ENSG00000279134.1	AC090643.1	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279411.1	AC090643.2	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279444.1	AC135584.1	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000280181.1	AC025262.2	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000280320.1	AC025262.3	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279505.1	AC022513.1	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279310.1	AC073530.2	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279551.1	AC025263.3	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000280049.1	AC079597.1	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279530.2	AC092881.1	lncRNA	TEC	2	0	0	0	1	1	2	1	0
ENSG00000279939.1	AC025034.2	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279190.1	AC007656.2	lncRNA	TEC	0	0	0	0	0	0	1	0	0
ENSG00000279798.1	AC018659.2	lncRNA	TEC	2	1	2	0	0	1	1	5	10
ENSG00000279148.1	AC126474.1	lncRNA	TEC	0	0	0	1	0	0	0	0	0
ENSG00000280088.1	AC126474.2	lncRNA	TEC	10	10	8	9	4	11	3	7	14
ENSG00000279176.1	AC079316.2	lncRNA	TEC	0	0	0	0	0	0	1	0	0
ENSG00000279630.1	AC190387.1	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000280426.1	AC084876.2	lncRNA	TEC	0	0	1	1	0	1	3	0	0
ENSG00000280110.1	AC087893.2	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279360.1	AC007546.2	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000278993.1	AC002350.1	lncRNA	TEC	0	0	1	0	1	1	0	1	1
ENSG00000279925.1	AC144522.1	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279001.1	AC079602.3	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000280120.1	AC073857.1	lncRNA	TEC	7	8	5	11	6	12	8	6	13
ENSG00000280381.1	AC026362.2	lncRNA	TEC	0	0	0	0	1	0	0	0	0
ENSG00000280138.1	AC027290.2	lncRNA	TEC	1	5	4	8	12	10	12	2	8
ENSG00000278861.1	AC117503.2	lncRNA	TEC	0	0	0	0	0	1	1	1	0
ENSG00000279953.1	AC117503.3	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000280097.1	AC073592.8	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000278973.1	AC073592.2	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000280444.1	AC073592.10	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279087.1	AC073592.4	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279931.1	AC073593.1	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000280300.1	AC117503.4	lncRNA	TEC	3	2	0	0	2	0	3	1	2
ENSG00000280117.1	AC122688.4	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000280125.1	AC005252.2	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000280415.1	AC005252.3	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000280364.1	AC005858.2	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000280398.1	AC005858.3	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000280272.1	AC005858.1	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000278866.1	AC006065.5	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279171.1	AC006065.6	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000280024.1	AC048347.1	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279952.1	AC068787.1	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279475.1	AC087894.3	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279180.1	AC061709.2	lncRNA	TEC	1	0	0	0	1	0	0	0	0
ENSG00000279500.1	AC108704.2	lncRNA	TEC	2	1	0	1	2	2	0	0	1
ENSG00000279193.1	AC026336.4	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000280051.1	AC079456.1	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000280196.1	AC055717.3	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279343.1	AC127071.1	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279478.1	AC127071.2	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000280405.1	AC026336.5	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279650.1	AC073912.3	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279233.1	AC122688.3	lncRNA	TEC	4	4	1	7	8	6	13	3	2
ENSG00000279905.1	AC063926.3	lncRNA	TEC	0	1	1	0	1	0	0	0	0
ENSG00000279146.1	AC063926.2	lncRNA	TEC	0	0	0	0	1	0	0	0	0
ENSG00000280217.1	AC126564.1	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279746.1	AC092850.1	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000280319.1	AC073578.4	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279388.1	AC073578.3	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279455.1	AC117500.5	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279153.1	AC117500.4	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279462.1	AC093028.1	lncRNA	TEC	0	0	0	0	1	0	0	0	0
ENSG00000279940.1	AC073862.3	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279976.1	AC073862.4	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000280200.1	AC073862.5	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279581.1	AC073862.2	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000280002.1	AC078925.4	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279128.1	AC078925.2	lncRNA	TEC	0	0	0	1	0	0	0	0	0
ENSG00000279993.1	AC078925.3	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279283.1	AC131009.4	lncRNA	TEC	1	1	0	0	1	2	2	2	1
ENSG00000279113.1	AC148477.7	lncRNA	TEC	0	0	0	0	0	0	0	1	0
ENSG00000279704.1	AC148477.8	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279023.1	AC148477.6	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000280150.1	AC148477.9	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279480.1	AC138466.4	lncRNA	TEC	0	0	1	0	0	0	0	0	0
ENSG00000278872.1	AC148477.5	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000280311.1	AC131212.4	lncRNA	TEC	0	1	0	0	0	0	0	0	1
ENSG00000279640.1	AC138466.5	lncRNA	TEC	0	0	1	0	0	3	1	0	1
ENSG00000280287.1	AC131212.3	lncRNA	TEC	8	11	10	11	12	1	2	2	3
ENSG00000279700.1	AC131212.2	lncRNA	TEC	0	0	0	3	4	2	2	0	0
ENSG00000279466.1	AC073911.2	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279817.1	AC073911.3	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000278949.1	AC127070.4	lncRNA	TEC	1	3	0	3	2	6	2	0	0
ENSG00000279951.1	AL138688.2	lncRNA	TEC	0	0	0	0	1	0	0	0	0
ENSG00000279065.1	AL138688.1	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279135.1	AL512652.2	lncRNA	TEC	0	0	1	2	0	0	1	0	0
ENSG00000279695.1	AL359757.2	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279550.1	AL359757.1	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279393.1	AL139005.1	lncRNA	TEC	4	1	0	0	0	0	0	0	0
ENSG00000279527.1	AC073592.7	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279071.1	AC073592.3	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000280354.1	AC073592.9	lncRNA	TEC	1	0	0	0	0	0	0	0	0
ENSG00000279121.1	AC073592.5	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279334.1	AC073592.6	lncRNA	TEC	0	1	0	0	0	0	0	0	0
ENSG00000279499.1	AL157770.1	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279149.1	AL356750.1	lncRNA	TEC	0	0	0	1	0	1	1	0	0
ENSG00000280431.1	AL160394.1	lncRNA	TEC	0	1	1	0	0	0	0	0	0
ENSG00000279511.1	AL356274.2	lncRNA	TEC	1	0	0	0	1	0	0	1	1
ENSG00000279025.1	AL356863.1	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000280060.1	AL512506.2	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000280357.1	AL138960.2	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279314.1	AC002525.1	lncRNA	TEC	0	1	0	0	0	0	0	0	0
ENSG00000279677.1	AL162377.2	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000280296.1	AL137058.3	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279657.1	AL161901.1	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279754.1	AL162376.1	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000280348.1	AL138713.1	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000282864.1	AL356118.1	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000282865.1	AL157815.1	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000283097.1	AL159152.1	lncRNA	TEC	0	0	0	0	0	1	0	0	0
ENSG00000282993.1	AL356737.1	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279157.1	AL162574.3	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279702.1	AL356266.1	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279965.1	AL390755.1	lncRNA	TEC	0	1	0	0	0	1	0	0	0
ENSG00000279770.1	LINC00552	lncRNA	TEC	0	0	0	0	0	0	0	0	1
ENSG00000279237.1	AL161773.1	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000280129.1	AL132780.5	lncRNA	TEC	0	1	0	0	1	2	1	0	1
ENSG00000279656.1	AL132780.4	lncRNA	TEC	2	3	1	1	2	1	4	0	0
ENSG00000279521.1	AL359396.1	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279032.1	AL079305.1	lncRNA	TEC	0	0	0	0	0	1	0	0	1
ENSG00000280281.1	AL049781.1	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279423.1	AL445363.3	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279434.1	AL049776.1	lncRNA	TEC	1	0	2	2	1	3	4	2	1
ENSG00000279972.1	AL356596.1	lncRNA	TEC	0	0	0	1	1	0	0	2	1
ENSG00000279633.1	AL137918.1	lncRNA	TEC	1	0	0	1	0	0	1	0	0
ENSG00000280073.1	AL157996.1	lncRNA	TEC	0	0	0	0	0	0	0	1	2
ENSG00000279026.1	AC005225.4	lncRNA	TEC	1	0	1	2	4	5	5	2	4
ENSG00000279594.1	AL049780.3	lncRNA	TEC	0	0	0	0	1	1	0	1	0
ENSG00000280078.1	AC016526.3	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279286.2	AL133373.2	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279593.1	AL132642.2	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000280070.1	AL049833.3	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000278990.1	AL132796.3	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279140.1	AL590326.1	lncRNA	TEC	0	0	0	1	0	0	0	0	0
ENSG00000280244.1	AL512356.3	lncRNA	TEC	0	0	0	1	0	0	1	1	0
ENSG00000278935.1	AC087386.2	lncRNA	TEC	0	0	0	1	0	0	0	0	0
ENSG00000279628.1	AC131280.1	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279595.1	AC126335.2	lncRNA	TEC	1	0	0	0	0	0	0	0	0
ENSG00000279495.1	AL928654.4	lncRNA	TEC	5	8	4	2	6	8	10	1	0
ENSG00000279417.1	AC019322.4	lncRNA	TEC	19	20	30	21	28	31	28	14	24
ENSG00000279912.1	AC068448.1	lncRNA	TEC	19	20	22	19	23	18	28	12	15
ENSG00000279092.1	AC025678.3	lncRNA	TEC	0	0	0	1	2	2	2	0	1
ENSG00000279364.1	AC114546.3	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000280396.1	AC114546.4	lncRNA	TEC	0	0	0	0	0	0	0	0	0
ENSG00000279192.1	PWAR5	lncRNA	TEC	15	31	22	3	12	9	4	3	3
ENSG00000279735.2	AC124312.6	lncRNA	TEC	0	1	0	0	1	0	1	0	0
ENSG00000279050.1	PWAR1	lncRNA	TEC	3	5	0	3	4	2	0	1	2
ENSG00000280234.1	AC124303.2	lncRNA	TEC	0	1	1	4	1	2	3	1	1
ENSG00000279958.1	AC019278.1	lncRNA	TEC	0	0	0	0	0	0	0	0	0
