Location,date,confirmed,deaths,confirmed
Algeria,2/17/20,0,0,0
Algeria,2/18/20,0,0,0
Algeria,2/19/20,0,0,0
Algeria,2/20/20,0,0,0
Algeria,2/21/20,0,0,0
Algeria,2/22/20,0,0,0
Algeria,2/23/20,0,0,0
Algeria,2/24/20,0,0,0
Algeria,2/25/20,1,0,0
Algeria,2/26/20,1,0,0
Algeria,2/27/20,1,0,0
Algeria,2/28/20,1,0,0
Algeria,2/29/20,1,0,0
Algeria,3/1/20,1,0,0
Algeria,3/2/20,3,0,0
Algeria,3/3/20,5,0,0
Algeria,3/4/20,12,0,0
Algeria,3/5/20,12,0,0
Algeria,3/6/20,17,0,0
Algeria,3/7/20,17,0,0
Algeria,3/8/20,19,0,0
Algeria,3/9/20,20,0,0
Algeria,3/10/20,20,0,0
Algeria,3/11/20,20,0,0
Algeria,3/12/20,24,1,8
Algeria,3/13/20,26,2,8
Algeria,3/14/20,37,3,12
Algeria,3/15/20,48,4,12
Algeria,3/16/20,54,4,12
Algeria,3/17/20,60,4,12
Algeria,3/18/20,74,7,12
Algeria,3/19/20,87,9,32
Algeria,3/20/20,90,11,32
Algeria,3/21/20,139,15,32
Algeria,3/22/20,201,17,65
Algeria,3/23/20,230,17,65
Algeria,3/24/20,264,19,24
Algeria,3/25/20,302,21,65
Algeria,3/26/20,367,25,29
Algeria,3/27/20,409,26,29
Algeria,3/28/20,454,29,31
Algeria,3/29/20,511,31,31
Algeria,3/30/20,584,35,37
Algeria,3/31/20,716,44,46
Algeria,4/1/20,847,58,61
Algeria,4/2/20,986,86,61
Algeria,4/3/20,1171,105,62
Algeria,4/4/20,1251,130,90
Andorra,1/22/20,0,0,0
Andorra,1/23/20,0,0,0
Andorra,1/24/20,0,0,0
Andorra,1/25/20,0,0,0
Andorra,1/26/20,0,0,0
Andorra,1/27/20,0,0,0
Andorra,1/28/20,0,0,0
Andorra,1/29/20,0,0,0
Andorra,1/30/20,0,0,0
Andorra,1/31/20,0,0,0
Andorra,2/1/20,0,0,0
Andorra,2/2/20,0,0,0
Andorra,2/3/20,0,0,0
Andorra,2/4/20,0,0,0
Andorra,2/5/20,0,0,0
Andorra,2/6/20,0,0,0
Andorra,2/7/20,0,0,0
Andorra,2/8/20,0,0,0
Andorra,2/9/20,0,0,0
Andorra,2/10/20,0,0,0
Andorra,2/11/20,0,0,0
Andorra,2/12/20,0,0,0
Andorra,2/13/20,0,0,0
Andorra,2/14/20,0,0,0
Andorra,2/15/20,0,0,0
Andorra,2/16/20,0,0,0
Andorra,2/17/20,0,0,0
Andorra,2/18/20,0,0,0
Andorra,2/19/20,0,0,0
Andorra,2/20/20,0,0,0
Andorra,2/21/20,0,0,0
Andorra,2/22/20,0,0,0
Andorra,2/23/20,0,0,0
Andorra,2/24/20,0,0,0
Andorra,2/25/20,0,0,0
Andorra,2/26/20,0,0,0
Andorra,2/27/20,0,0,0
Andorra,2/28/20,0,0,0
Andorra,2/29/20,0,0,0
Andorra,3/1/20,0,0,0
Andorra,3/2/20,1,0,0
Andorra,3/3/20,1,0,0
Andorra,3/4/20,1,0,0
Andorra,3/5/20,1,0,0
Andorra,3/6/20,1,0,0
Andorra,3/7/20,1,0,0
Andorra,3/8/20,1,0,0
Andorra,3/9/20,1,0,0
Andorra,3/10/20,1,0,0
Andorra,3/11/20,1,0,0
Andorra,3/12/20,1,0,1
Andorra,3/13/20,1,0,0
Andorra,3/14/20,1,0,1
Andorra,3/15/20,1,0,1
Andorra,3/16/20,2,0,1
Andorra,3/17/20,39,0,1
Andorra,3/18/20,39,0,1
Andorra,3/19/20,53,0,1
Andorra,3/20/20,75,0,1
Andorra,3/21/20,88,0,1
Andorra,3/22/20,113,1,1
Andorra,3/23/20,133,1,1
Andorra,3/24/20,164,1,1
Andorra,3/25/20,188,1,1
Andorra,3/26/20,224,3,1
Andorra,3/27/20,267,3,1
Andorra,3/28/20,308,3,1
Andorra,3/29/20,334,6,1
Andorra,3/30/20,370,8,10
Andorra,3/31/20,376,12,10
Andorra,4/1/20,390,14,10
Andorra,4/2/20,428,15,10
Andorra,4/3/20,439,16,16
Andorra,4/4/20,466,17,21
Angola,1/22/20,0,0,0
Angola,1/23/20,0,0,0
Angola,1/24/20,0,0,0
Angola,1/25/20,0,0,0
Angola,1/26/20,0,0,0
Angola,1/27/20,0,0,0
Angola,1/28/20,0,0,0
Angola,1/29/20,0,0,0
Angola,1/30/20,0,0,0
Angola,1/31/20,0,0,0
Angola,2/1/20,0,0,0
Angola,2/2/20,0,0,0
Angola,2/3/20,0,0,0
Angola,2/4/20,0,0,0
Angola,2/5/20,0,0,0
Angola,2/6/20,0,0,0
Angola,2/7/20,0,0,0
Angola,2/8/20,0,0,0
Angola,2/9/20,0,0,0
Angola,2/10/20,0,0,0
Angola,2/11/20,0,0,0
Angola,2/12/20,0,0,0
Angola,2/13/20,0,0,0
Angola,2/14/20,0,0,0
Angola,2/15/20,0,0,0
Angola,2/16/20,0,0,0
Angola,2/17/20,0,0,0
Angola,2/18/20,0,0,0
Angola,2/19/20,0,0,0
Angola,2/20/20,0,0,0
Angola,2/21/20,0,0,0
Angola,2/22/20,0,0,0
Angola,2/23/20,0,0,0
Angola,2/24/20,0,0,0
Angola,2/25/20,0,0,0
Angola,2/26/20,0,0,0
Angola,2/27/20,0,0,0
Angola,2/28/20,0,0,0
Angola,2/29/20,0,0,0
Angola,3/1/20,0,0,0
Angola,3/2/20,0,0,0
Angola,3/3/20,0,0,0
Angola,3/4/20,0,0,0
Angola,3/5/20,0,0,0
Angola,3/6/20,0,0,0
Angola,3/7/20,0,0,0
Angola,3/8/20,0,0,0
Angola,3/9/20,0,0,0
Angola,3/10/20,0,0,0
Angola,3/11/20,0,0,0
Angola,3/12/20,0,0,0
Angola,3/13/20,0,0,0
Angola,3/14/20,0,0,0
Angola,3/15/20,0,0,0
Angola,3/16/20,0,0,0
Angola,3/17/20,0,0,0
Angola,3/18/20,0,0,0
Angola,3/19/20,0,0,0
Angola,3/20/20,1,0,0
Angola,3/21/20,2,0,0
Angola,3/22/20,2,0,0
Angola,3/23/20,3,0,0
Angola,3/24/20,3,0,0
Angola,3/25/20,3,0,0
Angola,3/26/20,4,0,0
Angola,3/27/20,4,0,0
Angola,3/28/20,5,0,0
Angola,3/29/20,7,2,0
Angola,3/30/20,7,2,0
Angola,3/31/20,7,2,1
Angola,4/1/20,8,2,1
Angola,4/2/20,8,2,1
Angola,4/3/20,8,2,1
Angola,4/4/20,10,2,2
Antigua and Barbuda,1/22/20,0,0,0
Antigua and Barbuda,1/23/20,0,0,0
Antigua and Barbuda,1/24/20,0,0,0
Antigua and Barbuda,1/25/20,0,0,0
Antigua and Barbuda,1/26/20,0,0,0
Antigua and Barbuda,1/27/20,0,0,0
Antigua and Barbuda,1/28/20,0,0,0
Antigua and Barbuda,1/29/20,0,0,0
Antigua and Barbuda,1/30/20,0,0,0
Antigua and Barbuda,1/31/20,0,0,0
Antigua and Barbuda,2/1/20,0,0,0
Antigua and Barbuda,2/2/20,0,0,0
Antigua and Barbuda,2/3/20,0,0,0
Antigua and Barbuda,2/4/20,0,0,0
Antigua and Barbuda,2/5/20,0,0,0
Antigua and Barbuda,2/6/20,0,0,0
Antigua and Barbuda,2/7/20,0,0,0
Antigua and Barbuda,2/8/20,0,0,0
Antigua and Barbuda,2/9/20,0,0,0
Antigua and Barbuda,2/10/20,0,0,0
Antigua and Barbuda,2/11/20,0,0,0
Antigua and Barbuda,2/12/20,0,0,0
Antigua and Barbuda,2/13/20,0,0,0
Antigua and Barbuda,2/14/20,0,0,0
Antigua and Barbuda,2/15/20,0,0,0
Antigua and Barbuda,2/16/20,0,0,0
Antigua and Barbuda,2/17/20,0,0,0
Antigua and Barbuda,2/18/20,0,0,0
Antigua and Barbuda,2/19/20,0,0,0
Antigua and Barbuda,2/20/20,0,0,0
Antigua and Barbuda,2/21/20,0,0,0
Antigua and Barbuda,2/22/20,0,0,0
Antigua and Barbuda,2/23/20,0,0,0
Antigua and Barbuda,2/24/20,0,0,0
Antigua and Barbuda,2/25/20,0,0,0
Antigua and Barbuda,2/26/20,0,0,0
Antigua and Barbuda,2/27/20,0,0,0
Antigua and Barbuda,2/28/20,0,0,0
Antigua and Barbuda,2/29/20,0,0,0
Antigua and Barbuda,3/1/20,0,0,0
Antigua and Barbuda,3/2/20,0,0,0
Antigua and Barbuda,3/3/20,0,0,0
Antigua and Barbuda,3/4/20,0,0,0
Antigua and Barbuda,3/5/20,0,0,0
Antigua and Barbuda,3/6/20,0,0,0
Antigua and Barbuda,3/7/20,0,0,0
Antigua and Barbuda,3/8/20,0,0,0
Antigua and Barbuda,3/9/20,0,0,0
Antigua and Barbuda,3/10/20,0,0,0
Antigua and Barbuda,3/11/20,0,0,0
Antigua and Barbuda,3/12/20,0,0,0
Antigua and Barbuda,3/13/20,1,0,0
Antigua and Barbuda,3/14/20,1,0,0
Antigua and Barbuda,3/15/20,1,0,0
Antigua and Barbuda,3/16/20,1,0,0
Antigua and Barbuda,3/17/20,1,0,0
Antigua and Barbuda,3/18/20,1,0,0
Antigua and Barbuda,3/19/20,1,0,0
Antigua and Barbuda,3/20/20,1,0,0
Antigua and Barbuda,3/21/20,1,0,0
Antigua and Barbuda,3/22/20,1,0,0
Antigua and Barbuda,3/23/20,3,0,0
Antigua and Barbuda,3/24/20,3,0,0
Antigua and Barbuda,3/25/20,3,0,0
Antigua and Barbuda,3/26/20,7,0,0
Antigua and Barbuda,3/27/20,7,0,0
Antigua and Barbuda,3/28/20,7,0,0
Antigua and Barbuda,3/29/20,7,0,0
Antigua and Barbuda,3/30/20,7,0,0
Antigua and Barbuda,3/31/20,7,0,0
Antigua and Barbuda,4/1/20,7,0,0
Antigua and Barbuda,4/2/20,9,0,0
Antigua and Barbuda,4/3/20,15,0,0
Antigua and Barbuda,4/4/20,15,0,0
Argentina,1/22/20,0,0,0
Argentina,1/23/20,0,0,0
Argentina,1/24/20,0,0,0
Argentina,1/25/20,0,0,0
Argentina,1/26/20,0,0,0
Argentina,1/27/20,0,0,0
Argentina,1/28/20,0,0,0
Argentina,1/29/20,0,0,0
Argentina,1/30/20,0,0,0
Argentina,1/31/20,0,0,0
Argentina,2/1/20,0,0,0
Argentina,2/2/20,0,0,0
Argentina,2/3/20,0,0,0
Argentina,2/4/20,0,0,0
Argentina,2/5/20,0,0,0
Argentina,2/6/20,0,0,0
Argentina,2/7/20,0,0,0
Argentina,2/8/20,0,0,0
Argentina,2/9/20,0,0,0
Argentina,2/10/20,0,0,0
Argentina,2/11/20,0,0,0
Argentina,2/12/20,0,0,0
Argentina,2/13/20,0,0,0
Argentina,2/14/20,0,0,0
Argentina,2/15/20,0,0,0
Argentina,2/16/20,0,0,0
Argentina,2/17/20,0,0,0
Argentina,2/18/20,0,0,0
Argentina,2/19/20,0,0,0
Argentina,2/20/20,0,0,0
Argentina,2/21/20,0,0,0
Argentina,2/22/20,0,0,0
Argentina,2/23/20,0,0,0
Argentina,2/24/20,0,0,0
Argentina,2/25/20,0,0,0
Argentina,2/26/20,0,0,0
Argentina,2/27/20,0,0,0
Argentina,2/28/20,0,0,0
Argentina,2/29/20,0,0,0
Argentina,3/1/20,0,0,0
Argentina,3/2/20,0,0,0
Argentina,3/3/20,1,0,0
Argentina,3/4/20,1,0,0
Argentina,3/5/20,1,0,0
Argentina,3/6/20,2,0,0
Argentina,3/7/20,8,0,0
Argentina,3/8/20,12,1,0
Argentina,3/9/20,12,1,0
Argentina,3/10/20,17,1,0
Argentina,3/11/20,19,1,0
Argentina,3/12/20,19,1,0
Argentina,3/13/20,31,2,0
Argentina,3/14/20,34,2,1
Argentina,3/15/20,45,2,1
Argentina,3/16/20,56,2,1
Argentina,3/17/20,68,2,3
Argentina,3/18/20,79,2,3
Argentina,3/19/20,97,3,3
Argentina,3/20/20,128,3,3
Argentina,3/21/20,158,4,3
Argentina,3/22/20,266,4,3
Argentina,3/23/20,301,4,3
Argentina,3/24/20,387,6,52
Argentina,3/25/20,387,8,52
Argentina,3/26/20,502,9,63
Argentina,3/27/20,589,13,72
Argentina,3/28/20,690,18,72
Argentina,3/29/20,745,19,72
Argentina,3/30/20,820,23,228
Argentina,3/31/20,1054,27,240
Argentina,4/1/20,1054,28,248
Argentina,4/2/20,1133,36,256
Argentina,4/3/20,1265,39,266
Argentina,4/4/20,1451,43,279
Armenia,1/22/20,0,0,0
Armenia,1/23/20,0,0,0
Armenia,1/24/20,0,0,0
Armenia,1/25/20,0,0,0
Armenia,1/26/20,0,0,0
Armenia,1/27/20,0,0,0
Armenia,1/28/20,0,0,0
Armenia,1/29/20,0,0,0
Armenia,1/30/20,0,0,0
Armenia,1/31/20,0,0,0
Armenia,2/1/20,0,0,0
Armenia,2/2/20,0,0,0
Armenia,2/3/20,0,0,0
Armenia,2/4/20,0,0,0
Armenia,2/5/20,0,0,0
Armenia,2/6/20,0,0,0
Armenia,2/7/20,0,0,0
Armenia,2/8/20,0,0,0
Armenia,2/9/20,0,0,0
Armenia,2/10/20,0,0,0
Armenia,2/11/20,0,0,0
Armenia,2/12/20,0,0,0
Armenia,2/13/20,0,0,0
Armenia,2/14/20,0,0,0
Armenia,2/15/20,0,0,0
Armenia,2/16/20,0,0,0
Armenia,2/17/20,0,0,0
Armenia,2/18/20,0,0,0
Armenia,2/19/20,0,0,0
Armenia,2/20/20,0,0,0
Armenia,2/21/20,0,0,0
Armenia,2/22/20,0,0,0
Armenia,2/23/20,0,0,0
Armenia,2/24/20,0,0,0
Armenia,2/25/20,0,0,0
Armenia,2/26/20,0,0,0
Armenia,2/27/20,0,0,0
Armenia,2/28/20,0,0,0
Armenia,2/29/20,0,0,0
Armenia,3/1/20,1,0,0
Armenia,3/2/20,1,0,0
Armenia,3/3/20,1,0,0
Armenia,3/4/20,1,0,0
Armenia,3/5/20,1,0,0
Armenia,3/6/20,1,0,0
Armenia,3/7/20,1,0,0
Armenia,3/8/20,1,0,0
Armenia,3/9/20,1,0,0
Armenia,3/10/20,1,0,0
Armenia,3/11/20,1,0,0
Armenia,3/12/20,4,0,0
Armenia,3/13/20,8,0,0
Armenia,3/14/20,18,0,0
Armenia,3/15/20,26,0,0
Armenia,3/16/20,52,0,0
Armenia,3/17/20,78,0,1
Armenia,3/18/20,84,0,1
Armenia,3/19/20,115,0,1
Armenia,3/20/20,136,0,1
Armenia,3/21/20,160,0,1
Armenia,3/22/20,194,0,2
Armenia,3/23/20,235,0,2
Armenia,3/24/20,249,0,14
Armenia,3/25/20,265,0,16
Armenia,3/26/20,290,1,18
Armenia,3/27/20,329,1,28
Armenia,3/28/20,407,1,30
Armenia,3/29/20,424,3,30
Armenia,3/30/20,482,3,30
Armenia,3/31/20,532,3,30
Armenia,4/1/20,571,4,31
Armenia,4/2/20,663,7,33
Armenia,4/3/20,736,7,43
Armenia,4/4/20,770,7,43
Australia - Australian Capital Territory,1/22/20,0,0,0
Australia - Australian Capital Territory,1/23/20,0,0,0
Australia - Australian Capital Territory,1/24/20,0,0,0
Australia - Australian Capital Territory,1/25/20,0,0,0
Australia - Australian Capital Territory,1/26/20,0,0,0
Australia - Australian Capital Territory,1/27/20,0,0,0
Australia - Australian Capital Territory,1/28/20,0,0,0
Australia - Australian Capital Territory,1/29/20,0,0,0
Australia - Australian Capital Territory,1/30/20,0,0,0
Australia - Australian Capital Territory,1/31/20,0,0,0
Australia - Australian Capital Territory,2/1/20,0,0,0
Australia - Australian Capital Territory,2/2/20,0,0,0
Australia - Australian Capital Territory,2/3/20,0,0,0
Australia - Australian Capital Territory,2/4/20,0,0,0
Australia - Australian Capital Territory,2/5/20,0,0,0
Australia - Australian Capital Territory,2/6/20,0,0,0
Australia - Australian Capital Territory,2/7/20,0,0,0
Australia - Australian Capital Territory,2/8/20,0,0,0
Australia - Australian Capital Territory,2/9/20,0,0,0
Australia - Australian Capital Territory,2/10/20,0,0,0
Australia - Australian Capital Territory,2/11/20,0,0,0
Australia - Australian Capital Territory,2/12/20,0,0,0
Australia - Australian Capital Territory,2/13/20,0,0,0
Australia - Australian Capital Territory,2/14/20,0,0,0
Australia - Australian Capital Territory,2/15/20,0,0,0
Australia - Australian Capital Territory,2/16/20,0,0,0
Australia - Australian Capital Territory,2/17/20,0,0,0
Australia - Australian Capital Territory,2/18/20,0,0,0
Australia - Australian Capital Territory,2/19/20,0,0,0
Australia - Australian Capital Territory,2/20/20,0,0,0
Australia - Australian Capital Territory,2/21/20,0,0,0
Australia - Australian Capital Territory,2/22/20,0,0,0
Australia - Australian Capital Territory,2/23/20,0,0,0
Australia - Australian Capital Territory,2/24/20,0,0,0
Australia - Australian Capital Territory,2/25/20,0,0,0
Australia - Australian Capital Territory,2/26/20,0,0,0
Australia - Australian Capital Territory,2/27/20,0,0,0
Australia - Australian Capital Territory,2/28/20,0,0,0
Australia - Australian Capital Territory,2/29/20,0,0,0
Australia - Australian Capital Territory,3/1/20,0,0,0
Australia - Australian Capital Territory,3/2/20,0,0,0
Australia - Australian Capital Territory,3/3/20,0,0,0
Australia - Australian Capital Territory,3/4/20,0,0,0
Australia - Australian Capital Territory,3/5/20,0,0,0
Australia - Australian Capital Territory,3/6/20,0,0,0
Australia - Australian Capital Territory,3/7/20,0,0,0
Australia - Australian Capital Territory,3/8/20,0,0,0
Australia - Australian Capital Territory,3/9/20,0,0,0
Australia - Australian Capital Territory,3/10/20,0,0,0
Australia - Australian Capital Territory,3/11/20,0,0,0
Australia - Australian Capital Territory,3/12/20,0,0,0
Australia - Australian Capital Territory,3/13/20,1,0,0
Australia - Australian Capital Territory,3/14/20,1,0,0
Australia - Australian Capital Territory,3/15/20,1,0,0
Australia - Australian Capital Territory,3/16/20,2,0,0
Australia - Australian Capital Territory,3/17/20,2,0,0
Australia - Australian Capital Territory,3/18/20,3,0,0
Australia - Australian Capital Territory,3/19/20,4,0,0
Australia - Australian Capital Territory,3/20/20,6,0,0
Australia - Australian Capital Territory,3/21/20,9,0,0
Australia - Australian Capital Territory,3/22/20,19,0,0
Australia - Australian Capital Territory,3/23/20,32,0,0
Australia - Australian Capital Territory,3/24/20,39,0,0
Australia - Australian Capital Territory,3/25/20,39,0,0
Australia - Australian Capital Territory,3/26/20,53,0,1
Australia - Australian Capital Territory,3/27/20,62,0,1
Australia - Australian Capital Territory,3/28/20,71,0,2
Australia - Australian Capital Territory,3/29/20,77,0,2
Australia - Australian Capital Territory,3/30/20,78,1,2
Australia - Australian Capital Territory,3/31/20,80,1,3
Australia - Australian Capital Territory,4/1/20,84,1,8
Australia - Australian Capital Territory,4/2/20,87,1,11
Australia - Australian Capital Territory,4/3/20,91,1,18
Australia - Australian Capital Territory,4/4/20,93,2,18
Australia - New South Wales,1/22/20,0,0,0
Australia - New South Wales,1/23/20,0,0,0
Australia - New South Wales,1/24/20,0,0,0
Australia - New South Wales,1/25/20,0,0,0
Australia - New South Wales,1/26/20,3,0,0
Australia - New South Wales,1/27/20,4,0,0
Australia - New South Wales,1/28/20,4,0,0
Australia - New South Wales,1/29/20,4,0,0
Australia - New South Wales,1/30/20,4,0,2
Australia - New South Wales,1/31/20,4,0,2
Australia - New South Wales,2/1/20,4,0,2
Australia - New South Wales,2/2/20,4,0,2
Australia - New South Wales,2/3/20,4,0,2
Australia - New South Wales,2/4/20,4,0,2
Australia - New South Wales,2/5/20,4,0,2
Australia - New South Wales,2/6/20,4,0,2
Australia - New South Wales,2/7/20,4,0,2
Australia - New South Wales,2/8/20,4,0,2
Australia - New South Wales,2/9/20,4,0,2
Australia - New South Wales,2/10/20,4,0,2
Australia - New South Wales,2/11/20,4,0,2
Australia - New South Wales,2/12/20,4,0,2
Australia - New South Wales,2/13/20,4,0,4
Australia - New South Wales,2/14/20,4,0,4
Australia - New South Wales,2/15/20,4,0,4
Australia - New South Wales,2/16/20,4,0,4
Australia - New South Wales,2/17/20,4,0,4
Australia - New South Wales,2/18/20,4,0,4
Australia - New South Wales,2/19/20,4,0,4
Australia - New South Wales,2/20/20,4,0,4
Australia - New South Wales,2/21/20,4,0,4
Australia - New South Wales,2/22/20,4,0,4
Australia - New South Wales,2/23/20,4,0,4
Australia - New South Wales,2/24/20,4,0,4
Australia - New South Wales,2/25/20,4,0,4
Australia - New South Wales,2/26/20,4,0,4
Australia - New South Wales,2/27/20,4,0,4
Australia - New South Wales,2/28/20,4,0,4
Australia - New South Wales,2/29/20,4,0,4
Australia - New South Wales,3/1/20,6,0,4
Australia - New South Wales,3/2/20,6,0,4
Australia - New South Wales,3/3/20,13,0,4
Australia - New South Wales,3/4/20,22,1,4
Australia - New South Wales,3/5/20,22,1,4
Australia - New South Wales,3/6/20,26,1,4
Australia - New South Wales,3/7/20,28,1,4
Australia - New South Wales,3/8/20,38,2,4
Australia - New South Wales,3/9/20,48,2,4
Australia - New South Wales,3/10/20,55,2,4
Australia - New South Wales,3/11/20,65,2,4
Australia - New South Wales,3/12/20,65,2,4
Australia - New South Wales,3/13/20,92,2,4
Australia - New South Wales,3/14/20,112,2,4
Australia - New South Wales,3/15/20,134,2,4
Australia - New South Wales,3/16/20,171,2,4
Australia - New South Wales,3/17/20,210,4,4
Australia - New South Wales,3/18/20,267,5,4
Australia - New South Wales,3/19/20,307,5,4
Australia - New South Wales,3/20/20,353,6,4
Australia - New South Wales,3/21/20,436,6,4
Australia - New South Wales,3/22/20,669,6,4
Australia - New South Wales,3/23/20,669,6,4
Australia - New South Wales,3/24/20,818,7,4
Australia - New South Wales,3/25/20,1029,7,4
Australia - New South Wales,3/26/20,1219,7,4
Australia - New South Wales,3/27/20,1405,7,4
Australia - New South Wales,3/28/20,1617,8,4
Australia - New South Wales,3/29/20,1791,8,4
